qID,word2vec_mean_of_question
3127,Freeds_owned
3129,do
3131,pressure
3133,literature
3135,thats
3137,do
3139,meat
3141,do
3143,%_#F########_9v.jsn
3145,do
3147,the
3149,bike
3151,angel
3153,misspell_Murkowski
3155,Chiddy_Bang_maybe
3157,do
3159,droid_x
3161,most
3163,just
3165,do
3167,startup
3169,drank_colas
3171,By_Laurelle_Gilbert
3173,actually
3175,addicted
3177,undefined
3179,I
3181,the
3183,dont
3185,ROBERT_BLAGOJEVICH
3187,not
3189,Hyperlink_reference
3191,i
3193,you
3195,engineers
3197,india
3199,%_#F########_9v.jsn
3201,cricket
3203,just
3205,cons
3207,do
3209,just
3211,interviewer
3213,volts
3215,oil
3217,love_veronica_Mars
3219,do
3221,Rekhaji
3223,MoviesOnline_Did
3225,ROBERT_BLAGOJEVICH
3227,u
3229,do
3231,repels_pirate
3233,By_Laurelle_Gilbert
3235,do
3237,do
3239,earth
3241,%_#F########_9v.jsn
3243,Chiddy_Bang_maybe
3245,Mike_Di_Filippo
3247,8pen
3249,eat
3251,%_#F########_9v.jsn
3253,Can'tI
3255,Sorry_ma'am
3257,just
3259,food
3261,I
3264,examinations
3266,how
3268,do
3270,steel
3272,policy
3274,ranch
3276,do
3278,libertarian
3280,could
3282,I
3284,%_#F########_9v.jsn
3286,stupid
3288,BY_ANDY_THOMPSON
3290,the
3292,do
3294,between
3296,calories
3298,know_MyFace_Spacebook
3300,much
3302,pioneer_LaLanne
3304,affect
3306,how
3308,what
3310,meditation
3312,me
3314,the
3316,the
3318,toppers
3320,swimming
3322,next
3324,you
3326,it
3328,%_#F########_9v.jsn
3330,Jellyfish_swarm_northward
3332,this
3334,drivers
3336,Socialism_communism
3338,your
3340,caste
3342,business@thedesertsun.com
3344,system
3346,By_Laurelle_Gilbert
3348,slowly_Jasny
3350,SATA_6Gbit/sec
3352,By_Laurelle_Gilbert
3354,do
3356,cotton
3358,%_#F########_9v.jsn
3360,role
3362,Johnnie_Baston_die
3364,AWell
3366,do
3368,have
3370,By_Jonas_Elmerraji
3372,considered
3374,do
3376,civilization
3378,have
3380,just
3382,just
3384,why
3386,do
3388,is
3390,Shabanaji
3392,why
3394,password
3396,topics
3398,NOVAK_DJOKOVIC_Yeah
3400,just
3402,advantages
3404,Ed_Bookshelf
3406,downloading
3408,just
3410,the
3412,sex
3414,the
3416,should
3418,NOAA_Lehr
3420,can
3422,wear
3424,be
3426,aur
3428,salary
3430,I
3432,do
3434,why
3436,chemical
3438,shortcut
3440,Alecks_Hi
3442,we
3444,the
3446,love_veronica_Mars
3448,soluble
3450,even
3452,courses
3454,rooms
3456,Foursquare_revamps
3458,why
3460,websites
3462,BY_ANDY_THOMPSON
3464,pioneer_LaLanne
3466,earphones
3468,he
3470,you
3472,By_Jonas_Elmerraji
3474,election
3476,"perforations_#,###-#,###_feet"
3478,the
3480,visit
3482,why
3484,_Keep
3486,just
3487,less_sickly_butterscotch
3489,SoundSlam_Yeah
3491,you
3493,do
3495,recreations
3497,By_Jonas_Elmerraji
3499,E_mail_heyjen@phillynews.com
3501,you
3503,the
3505,E_mail_heyjen@phillynews.com
3507,best
3509,exactly
3511,exp
3513,english
3515,do
3517,Watch_Crave_vodcast
3519,formula
3521,I
3523,difference
3525,do
3527,sd_card
3529,my
3531,I
3533,really
3535,do
3537,%_#F########_9v.jsn
3539,s
3541,do
3543,do
3544,By_Kat_Zeman
3546,rehab
3548,%_#F########_9v.jsn
3550,%_#F########_9v.jsn
3552,Er_um
3554,JeremyShockey_@
3556,KIM_CLIJSTERS_Yeah
3558,my
3560,IGNOU_launches
3562,do
3564,exactly
3566,I
3568,KIM_CLIJSTERS_Yeah
3570,pioneer_LaLanne
3572,do
3574,do
3576,do
3578,europe
3580,By_Laurelle_Gilbert
3582,just
3584,germany
3586,india
3588,any
3590,wineries
3592,QBE_RSA_UNIQA_Vienna
3594,honeymoon
3596,do
3598,iphone
3600,it
3602,Foursquare_revamps
3604,children
3606,me
3608,june
3610,what
3612,do
3614,do
3616,wiz
3618,startup
3620,CONTRACTS_AWARDED
3622,rehab
3624,I
3626,anyway
3628,my
3630,tv
3632,what
3634,better
3636,obese
3638,music
3640,something
3642,universe_Kaku
3644,pioneer_LaLanne
3646,Visit_www.gelending.com_clnews
3648,minimum
3650,I
3652,dont
3654,eee
3656,way
3658,Educate_yourselves
3660,do
3662,hitler
3664,you
3666,login
3668,droid_x
3670,%_#F########_3v.jsn
3672,do
3674,do
3676,you
3678,Hey_how'd
3680,villi
3682,weā
3684,sheila
3686,uniform
3688,i_####.##_subds
3690,ADMIRAL_ALLEN_Well
3692,effects
3694,soooooo_boring
3696,just
3698,different
3700,taught
3702,do
3704,have
3706,do
3708,Freddy_Sanchez_sprayed
3710,not
3712,some
3714,droid_x
3716,engineer
3718,why
3720,do
3722,do
3724,do
3726,sad
3728,just
3730,radio
3732,what
3734,revolution
3736,mutant_huntingtin_protein
3738,do
3740,taste
3742,view
3744,what
3746,pioneer_LaLanne
3748,your
3750,war
3752,A.It_s
3754,molecular
3756,hair
3758,offshore
3760,do
3762,love_veronica_Mars
3764,war
3766,psychology
3768,under
3770,cooking
3772,you
3773,white
3775,the
3777,GREG_POTTER_Yes
3779,hurricane
3781,DAVID_SHAPIRO_Alec
3783,Roasted_pumpkin
3785,do
3787,the
3789,railways
3791,ever
3793,no
3795,way
3797,transgender
3799,do
3801,do
3803,blogs
3805,answer
3806,dishes
3808,gizmos_aplenty
3810,debris
3812,god
3814,tax
3816,glasses
3818,I
3820,KF_OOE
3822,do
3824,nyc
3826,Sorry_ma'am
3828,math
3830,By_Christine_Fenno
3832,malaysia
3834,read
3836,there
3838,bankruptcy
3840,do
3842,Nastia_deserved
3844,ibm
3846,GREG_POTTER_Yes
3848,Psh
3850,Socialism_communism
3852,MARIA_SHARAPOVA_Uhm
3854,app
3856,%_#F########_9v.jsn
3858,delete
3860,server
3862,you
3864,I
3866,it
3868,iPhone_#Gs/#G/#G
3870,rank
3872,m
3874,Indeed_Rakieten
3875,password
3877,%_#F########_9v.jsn
3879,By_Joseph_Woelfel
3881,pioneer_LaLanne
3883,Er_um
3885,pioneer_LaLanne
3887,do
3889,By_Laurelle_Gilbert
3891,relaxed_el_Amruni
3893,many
3895,friday
3897,novels
3899,language
3901,v
3903,can
3905,actually
3907,men
3909,%_#F########_9v.jsn
3911,Aleppo_Syria_Alexandria
3913,just
3915,can
3917,do
3919,see
3921,hesays
3923,By_Kat_Zeman
3925,for
3927,do
3929,%_#F########_9v.jsn
3931,Psh
3933,%_#F########_9v.jsn
3935,trends
3937,punctuation_grammar
3939,pioneer_LaLanne
3941,just
3943,hashtags
3945,penis
3948,%_#F########_9v.jsn
3950,'ve
3952,nickel
3954,dynamo
3956,not
3958,Maxine_Sis_Cluse
3960,do
3962,slowly_Jasny
3964,Goodell_Pash_slice
3966,some
3968,haha_i
3970,indians
3972,some
3974,gen
3976,places
3978,marriage
